1758,
),
.,
“,
Reiseberichte,
aus,
exotischen,
Ländern,
regen,
auch,
dann,
die,
Reflexion,
über,
die,
eigenen,
Verhältnisse,
an,
",",
wenn,
sie,
mit,
dem,
erfolgreichen,
Konzept,
des,
“,MISC
bon,MISC
sauvage,MISC
”,
allzu,
sehr,
die,
objektive,
Beobachtung,
fiktionalisieren,
.,
"
",
Noch,
offensichtlicher,
ist,
die,
Wirkung,
des,
Relativitätsbewußtseins,
im,
Bereich,
der,
Religion,
.,
Voltaires,PER
Traité,PER
sur,PER
la,PER
tolérance,PER
(,
1763,
),
-,
gegen,
Vorurteile,
",",
Aberglauben,
und,
religiöse,
Intoleranz,
gerichtet,
—,
ist,
nur,
ein,
besonders,
bekanntes,
Beispiel,
.,
Derselbe,PER
Voltaire,PER
hat,
-,
Jahrzehnte,
vor,
Lessings,PER
Nathan,PER
-,
eine,
seiner,
Tragödien,
der,
Idee,
religiöser,
Toleranz,
gewidmet,
:,
In,
Zaïre,LOC
(,
1732,
),
wird,
die,
Religionsfreiheit,
als,
Resultat,
von,
Zufall,
und,
Erziehung,
rationalisiert,
.,
Den,
religiösen,
Fanatismus,
geißelt,
Voltaire,PER
in,
der,
Tragödie,
Mahomet,PER
(,
1741,
),
-,
mit,
vollem,
Titel,
:,
Le,MISC
fanatisme,MISC
de,MISC
Mahomet,MISC
le,MISC
prophète,MISC
.,
Er,
macht,
damit,
deutlich,
",",
daß,
“,MISC
tolérance,MISC
”,
im,
18,
.,
Jahrhundert,
nicht,
mehr,
nur,
ein,
religiöser,
Wert,
ist,
",",
sondern,
zu,
einem,
allgemeinpolitischen,
wird,
.,
Kein,
Wunder,
",",
daß,
er,
außer,
der,
“,MISC
intolérance,MISC
théologique,MISC
”,MISC
auch,
die,
“,MISC
intolérance,MISC
civile,MISC
”,MISC
an,
den,
Pranger,
stellt,
.,
Weit,
weniger,
radikal,
urteilt,
in,
diesem,
Punkt,
beispielsweise,
Rousseau,PER
-,
vor,
allem,
im,
Kontext,
seiner,
Staatstheorie,
",",
die,
zur,
Stabilisierung,
des,
Gesellschaftsgefüges,PER
und,
des,
“,
contrat,
social,
”,
auf,
eine,
zumindest,
rudimentäre,
“,
religion,
civile,
”,
nicht,
verzichten,
zu,
können,
glaubt,
:,
Als,
Robespierre,PER
die,
Entchristianisierungs-,
bzw.,
Säkularisierungsphase,
der,
Revolution,
mit,
der,
Einführung,
des,
“,MISC
Être,MISC
suprême”-Kults,MISC
beendet,
",",
greift,
er,
auf,
Rousseaus,PER
Prinzipien,PER
zurück,
.,
"
",
Bei,
all,
den,
hier,
nur,
andeutbaren,
aufklärerischen,
Ideen,
",",
innerhalb,
derer,
erhebliche,
Differenzierungen,
notwendig,
wären,
",",
darf,
die,
andere,
Seite,
der,
Medaille,
",",
der,
Widerstand,MISC
gegen,MISC
die,MISC
Innovationen,MISC
",",
darf,
die,
Gegenaufklärung,
nicht,
völlig,
unberücksichtigt,
bleiben,
",",
die,
ebenso,
gesamteuropäische,
Dimensionen,
und,
Vernetzungen,
aufweist,
wie,
die,
Aufklärung,
auch,
und,
dieser,
an,
Diversität,
und,
Binnendifferenzierung,
in,
nichts,
nachsteht,
.,
Der,
Kampf,
zwischen,
den,
“,MISC
philosophes,
”,
und,
den,
“,MISC
antiphilosophes,MISC
”,MISC
wird,
im,
Verlauf,
des,
Jahrhunderts,
immer,
vehementer,
.,
Etwa,
zwei,
Drittel,
der,
ungefähr,
750,
die,
Orthodoxie,
verteidigenden,
Schriften,
zwischen,
1715,
und,
dem,
Ausbruch,
der,
Revolution,MISC
sind,
nach,
der,
Jahrhundertmitte,ORG
publiziert,
worden,
.,
Es,
wimmelt,
von,
antiaufklärerischen,
Diatriben,
und,
apologetischen,
Widerlegungsschriften,
-,
und,
nicht,
nur,
von,
Seiten,
der,
kirchlichen,
Mächte,
des,
Katholizismus,
",",
die,
Voltaire,PER
mit,
seinem,
“,
Écrasez,
l,
’,
infame,
!,
”,
anvisierte,
",",
sondern,
auch,
von,
reinen,
"
",
Cartesianern,
",",
Protestanten,
und,
Jansenisten,
.,
Auch,
die,
Vertreter,
der,
verschiedenen,
auf,
die,
Verabsolutierung,
der,
Vernunft,
mit,
der,
Schaffung,
neuer,
Formen,
der,
Religiosität,
reagierenden,
Illuminismen,
beteiligen,
sich,
an,
der,
Polemik,
-,
vor,
allem,
Martinès,PER
de,PER
Pasqually,PER
und,
sein,
Schüler,
Saint-Martin,PER
",",
dessen,
Buch,
Des,
Erreurs,
et,
de,
la,
vérité,
(,
1715)a\s,
mystische,
Antithese,
zu,
Holbachs,PER
Système,PER
de,PER
la,PER
nature,PER
(,
publ,
.,
1770,
),
zu,
lesen,
ist,
.,
Klare,
Fronten,
sind,
allerdings,
nur,
selten,
auszumachen,
.,
Oft,
überlappen,
sich,
die,
jeweiligen,
ideologischen,
Systeme,
.,
Nach,
1760,
geraten,
die,
Verteidiger,
der,
Orthodoxie,
qualitativ,
immer,
mehr,
ins,
Hintertreffen,
",",
was,
vor,
allem,
auch,
daran,
liegt,
",",
daß,
sie,
immer,
mehr,
nur,
noch,
reagieren,
",",
mehr,
defensiv,
als,
offensiv,
handeln,
-,
bis,
Chateaubriand,LOC
zu,
Beginn,
des,
19,
.,
Jahrhunderts,
der,
christlichen,MISC
Apologetik,
wieder,
neuen,
Auftrieb,
gibt,
.,
Eine,
recht,
schwache,
Argumentation,
zeichnet,
-,
um,
nur,
ein,
Beispiel,
zu,
bringen,
-,
die,
antirousseauistische,
Schrift,
Le,MISC
Déisme,MISC
réfuté,MISC
par,MISC
lui-même,MISC
(,
1765,
),
des,
Abbé,
Nicolas-Sylvestre,PER
Bergier,PER
aus,
",",
der,
gleichwohl,
auch,
Mitarbeiter,
an,
der,
Encyclopédie,
war,
.,
Da,
steht,
über,
die,
Toleranzidee,LOC
zu,
lesen,
:,
"
",
Daß,
im,
übrigen,
Bergier,MISC
auf,
seine,
antirousseauistische,
Schrift,
eine,
Widerlegung,
von,
Holbachs,PER
Système,PER
de,PER
la,PER
Nature,PER
folgen,
läßt,
(,
Examen,
du,
matérialisme,
ou,
Réfutation,
du,
Système,
de,
la,
Nature,
",",
1771,
),
",",
in,
der,
er,
Holbach,
mit,
Rousseau,
zu,
falsifizieren,
versucht,
",",
zeigt,
deutlich,
die,
teilweise,
ideologische,
Verworrenheit,
gerade,
in,
dieser,
Phase,
der,
“,
bataille,
philosophique”.Daß,
in,
dieser,
Zeit,MISC
wohlgemeinte,MISC
Vermittlungsversuche,MISC
zwischen,
kirchlichen,
Belangen,
und,
philosophischer,
Innovation,
keine,
hohe,
Konjunktur,
hatten,
",",
leuchtet,
ein,
.,
Der,
Fall,
von,
André,PER
Lamourette,PER
",",
der,
seine,
kirchliche,
Laufbahn,
1791,
mit,
der,
Bischofswürde,
von,
Lyon,LOC
krönte,
",",
ist,
bezeichnend,
:,
Seine,
Versuche,
",",
Rousseaus,PER
Anthropologie,PER
und,
Staatsphilosophie,
mit,
dem,
Christentum,MISC
zu,
versöhnen,
",",
Jahrzehnte,
vor,
Lamennais,
so,
etwas,
wie,
ein,
soziales,
Christentum,MISC
zu,
kreieren,
und,
zu,
"
",
propagieren,
",",
war,
ein,
Fehlschlag,
:,
Fouquier-Tinville,MISC
",",
der,
berühmt-berüchtigte,
Ankläger,
des,
Revolutionstribunals,
in,
der,
Terreur,
",",
stellte,
den,
Abgeordneten,
der,
Legislative,
und,
Verfasser,
der,
Prônes,ORG
civiques,ORG
ou,ORG
le,ORG
pasteur,ORG
patriote,ORG
(,
1791,
),
wegen,
Verleumdung,
des,
Konvents,LOC
vor,
sein,
Gericht,
-1794,
wurde,
Lamourette,PER
guillotiniert,
.,
"
",
Im,
Bereich,
der,
politischen,
Ökonomie,
stehen,
radikale,
Positionen,
neben,
gemäßigteren,
.,
Zu,
den,
radikalen,
gehört,
in,
der,
Jahrhundertmitte,
der,
nicht,
näher,
identifizierbare,
Morelly,PER
",",
der,
-,
ein,
Gegner,
des,
Privateigentums,LOC
-,
in,
seinem,
Code,
de,
la,
nature,
(,
1755,
),
optimistisch,
eine,
kommunistische,MISC
Wirtschaftsordnung,
auf,
agrarischer,
Basis,
propagiert,
.,
Einige,
seiner,
Forderungen,
greift,
in,
der,
Revolution,MISC
“,MISC
Gracchus,MISC
”,MISC
Babeuf,MISC
"
",MISC
wieder,
auf,
",",
vor,
allem,
mit,
seinem,
Manifeste,
des,
plébéiens,
von,
1795,
",",
wo,
dieser,
postuliert,
",",
daß,
“,MISC
bonheur,MISC
commun,MISC
”,MISC
und,
“,
égalité,
parfaite,
”,
die,
Ausbeutung,
der,
vielen,
durch,
wenige,
ersetzen,
sollen,
",",
und,
als,
Voraussetzung,
dafür,
eine,
Art,
kommunistische,MISC
Wirtschaftsordnung,
propagiert,
.,
Als,
Babeuf,PER
1796,
eine,
Untergrundpartei,
",",
die,
“,
Conspiration,
des,
Égaux,
”,
",",
gründete,
",",
schritt,
das,
Directoire,
gegen,
ihn,
ein:1797,PER
wurde,
dieser,
Vorläufer,
des,
Kommunismus,
des,
19,
.,
Jahrhunderts,
-,
nach,
seinem,
Selbstmord,
-,
noch,
als,
Leichnam,
guillotiniert,
.,
"
",
Eine,
gemäßigte,
“,
Fraktion,
”,
der,
Aufklärung,
der,
zweiten,
Jahrhunderthälfte,
